map,R2_ML1 (true>0 only)
logistic,0.991223549053384
chebyshev,0.95199580598246
beta_shift,0.720010902621939
skew_tent,0.9674303037524477
ulam_abs,0.9944733655218048
gauss_boole,-3.626770672888477
folded_sawtooth,0.996324793109025
chebyshev_sine,0.9505037000754625
mod_quadratic,0.9570471258646056
saturated_mod,0.7533358869246105
mobius_mod,-0.4431633160784123
