map,R2_BASE (true>0 only)
logistic,0.991221139647844
chebyshev,-2.1029539476227113
beta_shift,-2.6167147428707316
skew_tent,0.9813828156890628
ulam_abs,0.9968570972906892
gauss_boole,-7.765672907642497
folded_sawtooth,0.9980402600152092
chebyshev_sine,-2.0715747700645997
mod_quadratic,0.7466725555252529
saturated_mod,-2.680149378197527
mobius_mod,-0.44378244441584114
